22.7689, 1.97573, -11.5089, -13.3079, -2.73745, 
-8.1472, 0.788593, 1.81933, 5.36462, 1.24857, 
-4.31935, -2.93441, 3.20483, 4.57399, 1.82431, 
-6.53905, 0.1535, 4.64482, 1.30807, -0.157849, 
-3.28003, 0.442415, 3.51065, -0.521786, -2.0546, 
8.57378, 4.02957, 0.207218, -2.96234, -0.867623, 
-2.38358, -2.97072, -0.713523, 2.84178, 2.33949, 
-1.12363, 1.48026, -0.149219, 0.416535, -0.592084, 
-3.54079, -2.05108, 0.972211, -1.23394, -1.2441, 
-2.60634, -0.0516949, 0.263236, -0.710962, -1.29836, 
17.5036, -11.7799, -0.548978, 0.517292, 1.5569, 
-1.82999, 2.44389, -0.782391, 1.78227, -1.14459, 
-9.29329, 5.56552, 1.33808, -0.801483, -0.247699, 
-3.92183, 2.03719, 0.531629, -2.12027, -0.36817, 
-2.6306, 0.988165, -0.850206, -0.537642, 1.30891, 
37.1674, -5.84174, -3.02849, 1.10466, -0.717314, 
-10.7056, 7.16574, -0.61148, 1.93034, 0.80043, 
-12.8551, -2.83741, 1.85732, -0.763657, -0.269486, 
-8.67809, 0.845102, 1.68895, -3.27934, 0.130248, 
-1.93802, -2.86558, 0.736761, -0.231768, -0.364301, 
41.1784, 0.779682, 2.90093, 0.0601008, 0.131165, 
-21.9566, 2.25082, 3.36746, 0.249169, 0.354479, 
-6.58482, -1.76065, -2.4446, -0.171371, -0.308309, 
-4.60249, -3.23106, -4.99025, -0.0555336, 0.0582873, 
-0.657287, 2.04385, -1.10994, -0.350105, -0.694818, 
42.4542, -0.57734, -1.51713, -1.37272, 0.89808, 
-16.3034, -5.63246, -1.97413, 1.14308, -0.416741, 
-9.45487, 3.37135, 0.648009, 0.697455, -0.758416, 
-9.5057, 5.56076, 1.79549, 0.0266589, 0.166711, 
-4.13491, -0.747473, 4.43558, -2.25358, 0.896028, 
57.9763, -15.8353, 3.39586, 0.142695, 0.0949988, 
-16.5563, 6.73883, -2.37366, 1.96211, -0.382436, 
-20.1638, 7.13101, 0.141717, -0.854091, 0.882618, 
-12.7115, -2.10627, 0.599285, -0.845337, 1.12988, 
-4.74098, 0.832111, -1.97611, -2.5213, -3.50025, 
68.5172, 4.80901, 0.450601, -5.19754, -3.29899, 
-20.1202, -3.8439, 3.8119, 2.88741, 1.10916, 
-25.8728, -0.648792, -2.78998, 1.14444, 1.54272, 
-11.1887, 1.58049, -3.83616, -0.387627, 0.279107, 
-5.84256, -0.481616, 1.83816, 0.74783, -0.434517, 
70.4831, -7.16794, -0.0367883, 2.05081, -3.19977, 
-14.7621, 1.23218, -2.18388, -0.83826, 0.741442, 
-27.8897, 0.912315, 2.11126, -0.792204, 1.29434, 
-17.3104, 3.32788, 0.0335357, 0.30823, 1.99799, 
-9.9068, 3.89126, 1.21433, -0.62514, -2.14907, 
79.8728, 2.70404, -4.58901, 5.94468, -0.741468, 
-24.3037, 4.56017, 2.91697, -1.53933, -1.59093, 
-23.9964, -5.08445, 0.53837, -2.39193, 0.206331, 
-18.7402, -1.81347, -0.821481, -1.00203, 2.2639, 
-9.50003, -3.46157, 1.67635, -0.697206, 1.74666, 
78.1979, -0.572728, 4.4826, 6.55731, 1.06935, 
-30.9377, 2.08953, -0.107372, -1.13812, -0.968118, 
-19.58, 0.556915, -1.92781, -3.04258, 0.245663, 
-13.4752, -3.74983, -1.8418, -0.141287, -0.15617, 
-6.82717, 0.554209, -1.37645, -3.26764, 0.186533, 
74.8393, 5.82722, 1.4543, -0.0139709, -0.0411128, 
-27.4862, -4.87413, 0.197825, 0.334797, 1.11299, 
-21.1932, 0.0852543, -2.07881, 0.0116185, -0.289531, 
-12.0394, 1.03355, 1.34531, 0.10637, -1.24243, 
-8.27216, -0.522194, -1.05318, -1.23117, -0.210118, 
68.0822, 1.10575, -0.0242541, -0.908264, 1.37606, 
-21.6314, -1.22681, 0.251748, -1.5288, -0.182631, 
-22.9829, 0.647379, 1.18957, 1.3065, -0.786127, 
-11.4851, -0.0231305, -1.32628, 1.58044, -0.462146, 
-7.19815, -0.405357, -1.31088, 0.356854, 0.350485, 
