38.8,  -10.5302,  -14.1537,  -7.62328,  -4.81993,  
-12.0415,  1.27639,  8.51711,  0.479837,  0.414725,  
-12.1817,  5.8925,  0.0472128,  4.12915,  1.7618,  
-8.18553,  1.97984,  2.37234,  1.72361,  3.14784,  
-4.26213,  0.974759,  1.5382,  1.87841,  -0.847213,  
26.8,  15.5812,  2.13407,  -1.15095,  -0.552933,  
-2.32397,  -6.18328,  -4.49897,  -1.20344,  0.307768,  
-13.0843,  -5.00755,  3.44164,  2.5348,  0.48541,  
-8.87125,  -1.70344,  0.0726541,  -0.816719,  -0.899603,  
-3.04335,  -0.273466,  -0.18541,  1.25478,  0.758359,  
14,  -2.43026,  -0.948683,  3.33074,  -0.948683,  
0.508017,  0.809017,  1.7568,  -0.618034,  -0.643288,  
-7.10631,  2.13723,  -2.47984,  -1.6564,  2,  
-5.634,  -1.61803,  0.66044,  -0.309017,  -0.560034,  
-4.27789,  0.553483,  2,  -0.795148,  -0.0201626,  
12.6,  4.59725,  1.63516,  0.982514,  1.21089,  
2.12201,  -1.1382,  -1.53884,  0.223607,  -0.100406,  
-8.5873,  -2.33399,  -0.88541,  0.822899,  -0.594427,  
-4.63649,  0.223607,  1.11352,  -1.3618,  -0.363271,  
-4.06181,  -1.33148,  1.19443,  -2.5005,  -0.21459,  
11.8,  -5.27724,  4.54311,  -2.88977,  1.14899,  
-2.89549,  6.1305,  -1.93642,  1.55279,  -0.615537,  
-4.29365,  -0.470228,  -0.952786,  1.08576,  1.46525,  
-2.53301,  -2.44721,  -0.145309,  -0.130495,  -1.43188,  
-2.03091,  -0.906154,  -1.66525,  -0.760845,  -1.84721,  
27.4,  -8.22124,  -4.43507,  -1.73527,  -1.88949,  
-10.9747,  1.11803,  2.50705,  2.54508,  0.307768,  
-8.6492,  3.43035,  1.02361,  -1.15842,  0.28541,  
-2.69353,  3.04508,  0.0726543,  -1.11803,  1.07921,  
-1.15386,  0.598385,  -0.38541,  1.29718,  0.576393,  
37.4,  -3.79025,  3.84388,  -0.483761,  -0.681603,  
-15.176,  3.39443,  1.40413,  -1.25623,  0.273466,  
-11.0121,  -0.245714,  -2.48885,  0.0726542,  0.679838,  
-4.9183,  -0.756231,  -2.5348,  1.60557,  -1.13067,  
-0.688335,  0.307768,  -1.77984,  1.72905,  1.08885,  
46.8,  -2.98325,  -2.8333,  0.0149908,  -1.27766,  
-18.404,  -0.223607,  -1.21392,  -0.32918,  -0.564083,  
-12.3025,  0.453077,  0.652787,  0.418774,  0.452786,  
-6.91331,  1.67082,  3.76587,  0.223607,  1.01311,  
-5.09002,  3.15034,  1.34721,  -0.542882,  1.54721,  
33.2,  13.1995,  2.66637,  -1.50771,  -1.71769,  
-17.2495,  -1.47984,  1.35923,  0.158359,  0.155909,  
-4.19836,  -6.51864,  -1.13262,  0.386974,  2.33607,  
-3.9693,  -2.84164,  -2.72501,  0.979837,  -1.62865,  
-4.33979,  -3.17809,  -2.13607,  0.0857567,  0.432624,  
21,  -2.279,  3.07,  0.078493,  -1.17264,  
-12.755,  -1.11803,  -2.18213,  -0.690983,  1.71845,  
-0.241576,  1.58374,  -1.11803,  -0.397574,  -1.6382,  
-3.42204,  1.80902,  2.35519,  1.11803,  0.297168,  
-1.65579,  1.06861,  -1.8618,  0.861251,  1.11803,  
34,  -8.55374,  0.948683,  -1.19728,  0.948683,  
-12.4132,  -0.0527862,  -0.940456,  -1.10557,  1.62865,  
-7.69263,  5.53983,  -0.67082,  2.5348,  -1.89443,  
-8.78704,  2.89443,  1.35923,  -0.947214,  -1.52169,  
-2.74288,  -0.273466,  -0.105573,  1.30778,  0.670821,  
44.6,  -1.71675,  -2.03879,  -1.43275,  -1.75595,  
